,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),0.14989289754855414,0.0394978854130373,0.020465474767042587,0.7068561767741628,0.017922185423541258,0.0406489330574839,0.020665442405716893,0.020465474767042587,0.02024298650763169,0.021962924752289278
