,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),2.584143858874478,0.18605545066568294,0.012145969990009841,0.4377851323945338,0.011913072245769077,0.024191542746950442,0.012218871627750198,0.012145969990009841,0.012068491569934224,0.014643799333312809
"SVC(C=1, gamma='auto')",2.630487014128489,0.08411381194194,0.01388768861417625,0.5005630347853574,0.014313553555227001,0.027724885401851678,0.013909929132781938,0.01388768861417625,0.013867481194544267,0.015130277076770591
