,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
"RandomForestClassifier(criterion='entropy', max_depth=20, max_features=1,
                       n_estimators=10)",0.16538488864898682,0.015200161933898925,0.70167218964627,10.75282419272412,0.6529552790053994,0.40402916044580894,0.7012753924159039,0.70167218964627,0.7023024775457055,0.7401009501622674
