,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),4.754114792344666,0.09713655023753413,0.04229693411684354,1.524536032729832,0.04515292145855491,0.08446410225789462,0.04256302842512805,0.04229693411684354,0.04225286657895639,0.05468305124933394
"SVC(C=1, gamma='auto')",5.241347731903799,0.09226614629725988,0.041412181992716304,1.4926463338325047,0.042098069860795846,0.08261977262477523,0.04206853019603375,0.041412181992716304,0.041358160481144046,0.0484145712423917
