,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),4.968441471967503,0.0833650315289103,0.04249524017326393,1.5316837074924112,0.044859014991301197,0.08480721987038017,0.04274083959111712,0.04249524017326393,0.042415675178053086,0.05039303162835195
"SVC(C=1, gamma='auto')",5.24627273525213,0.10513040451123788,0.03761969865081138,1.3559513787728827,0.0383941361200609,0.07495551887804844,0.03802007616656666,0.03761969865081138,0.03748695196364166,0.05064728173313738
