,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),208.91375331878663,9.507088720798492,0.7595018619996319,8.668431526813334,0.7094785224854231,0.5194962658942692,0.759207286782268,0.7595018619996319,0.7600838779818877,0.7950030709835921
"SVC(C=1, gamma='auto')",194.44219633340836,9.683438384532929,0.756116633391388,8.790447533411795,0.7062066479136384,0.5127305293653026,0.7558146264894796,0.756116633391388,0.7566991755992843,0.7915533327483841
