,fit_time,score_time,test_accuracy_score,test_cohen_kappa_score,test_f1_score,test_recall_score
"RandomForestClassifier(criterion='entropy', max_depth=20, max_features=1,
                       n_estimators=10)",1.4752010613325506,0.015520855612462879,0.030303734479547307,0.059223267268081574,0.03563285055441422,0.030303734479547307
