,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),0.8577976975046145,0.13976846885095168,0.007059436554146387,0.25444788428011633,0.007431103824464607,0.014084934414112791,0.007069208337464817,0.007059436554146387,0.007039229793886584,0.01148265150328034
