,fit_time,score_time,test_accuracy_score,test_cross_entropy_loss,test_average_precision_score,test_cohen_kappa_score,test_f1_score,test_recall_score,test_roc_auc_score,test_specificity_score
SVC(C=1),41.2058056306839,0.38599931001663207,0.7712581555281257,8.244691757731585,0.724092026661944,0.543025962157343,0.7706977278807016,0.7712581555281257,0.7718819923961431,0.8099020319303336
"SVC(C=1, gamma='auto')",46.96127718448639,0.4569677305221558,0.7464115676247575,9.140253560022813,0.699414632626313,0.4936155030259571,0.7455232264900593,0.7464115676247575,0.7472488564894226,0.7941037735849058
